Name,OID__c,Status__c,SDID__c,SD_Name__c,Dummy
Bath,O-001008,Active,SD-000288,Non-identical,
Bath,O-001007,Active,SD-000212,Identical,
Bath,O-001006,Active,SD-000287,Non-identical,
Bath,O-001005,Active,SD-000211,Identical,
Bath,O-001004,Active,SD-000286,Non-Identical,
Bath,O-001003,Active,SD-000210,Identical,
Base + 5,O-001002,Active,SD-000320,Prebuilt 3D,
Base + 5,O-001001,Active,SD-000319,Prebuilt 2D,
Base + 5,O-001000,Active,SD-000218,Imitation,
Base + 4,O-000999,Active,SD-000320,Prebuilt 3D,
Base + 4,O-000998,Active,SD-000319,Prebuilt 2D,
Base + 4,O-000997,Active,SD-000218,Imitation,
Base + 3,O-000996,Active,SD-000320,Prebuilt 3D,
Base + 3,O-000995,Active,SD-000319,Prebuilt 2D,
Base + 3,O-000994,Active,SD-000218,Imitation,
Base + 2,O-000993,Active,SD-000320,Prebuilt 3D,
Base + 2,O-000992,Active,SD-000319,Prebuilt 2D,
Base + 2,O-000991,Active,SD-000218,Imitation,
Base + 1 On Top,O-000990,Active,SD-000320,Prebuilt 3D,
Base + 1 On Top,O-000989,Active,SD-000218,Imitation,
Base + 1 Next to (RHS),O-000988,Active,SD-000320,Prebuilt 3D,
Base + 1 Next to (RHS),O-000987,Active,SD-000218,Imitation,
Base + 1 Next to (LHS),O-000986,Active,SD-000320,Prebuilt 3D,
Base + 1 Next to (LHS),O-000985,Active,SD-000218,Imitation,
Base + 1 In Front,O-000984,Active,SD-000320,Prebuilt 3D,
Base + 1 In Front,O-000983,Active,SD-000218,Imitation,
Base + 1 Behind,O-000982,Active,SD-000320,Prebuilt 3D,
Base + 1 Behind,O-000981,Active,SD-000218,Imitation,
Base + 1,O-000980,Active,SD-000320,Prebuilt 3D,
Base + 1,O-000979,Active,SD-000319,Prebuilt 2D,
Base + 1,O-000978,Active,SD-000218,Imitation,
Barbie dreamhouse,O-000977,Active,SD-000239,Item,
Bank,O-000976,Active,SD-000165,Expressive Function,
Bank,O-000975,Active,SD-000400,Receptive Function,
Bank,O-000974,Active,SD-000139,Expressive,
Bank,O-000973,Active,SD-000168,Expressive Occupation Location,
Bank,O-000972,Active,SD-000381,Receptive,
bang tambourine,O-000971,Active,SD-000311,Planned model with toy,
Bang drum,O-000970,Active,SD-000356,Rec. play instr.,
Bang block,O-000969,Active,SD-000357,Rec. play instr.,
Bang Block,O-000968,Active,SD-000308,Planned model w item,
Bang (Open palm),O-000967,Active,SD-000307,Planned model,
Band/musical instruments,O-000966,Active,SD-000312,Play scenario,
banana,O-000965,Active,SD-000497,Visual - 2D,
Banana,O-000964,Active,SD-000156,Expressive,
banana,O-000963,Active,SD-000392,Receptive,
Banana,O-000962,Active,SD-000125,Expressive,
Banana,O-000961,Active,SD-000363,Receptive,
banana,O-000960,Active,SD-000154,Expressive,
banana,O-000959,Active,SD-000266,Matching,
Banana,O-000958,Active,SD-000011,3D Receptive,
Banana,O-000957,Active,SD-000007,2D Receptive,
banana,O-000956,Active,SD-000083,Exp. labels PLQ,
Banana,O-000955,Active,SD-000135,Expressive,
Banana,O-000954,Active,SD-000288,Non-identical,
Banana,O-000953,Active,SD-000212,Identical,
Banana,O-000952,Active,SD-000287,Non-identical,
Banana,O-000951,Active,SD-000211,Identical,
Banana,O-000950,Active,SD-000286,Non-Identical,
Banana,O-000949,Active,SD-000210,Identical,
balloon,O-000948,Active,SD-000497,Visual - 2D,
Balloon,O-000947,Active,SD-000135,Expressive,
Balloon,O-000946,Active,SD-000523,Written Word,
balloon,O-000945,Active,SD-000392,Receptive,
balloon,O-000944,Active,SD-000154,Expressive,
balloon,O-000943,Active,SD-000266,Matching,
ball too big,O-000942,Active,SD-000151,Expressive,
Ball play,O-000941,Active,SD-000023,Activity,
Ball in hoop,O-000940,Active,SD-000361,Receptive,
Ball in hoop,O-000939,Active,SD-000217,Imitation,
ball in blue shell tub,O-000938,Active,SD-000311,Planned model with toy,
Ball games,O-000937,Active,SD-000323,Present activity,
ball,O-000936,Active,SD-000497,Visual - 2D,
Ball,O-000935,Active,SD-000523,Written Word,
ball,O-000934,Active,SD-000392,Receptive,
Ball,O-000933,Active,SD-000238,Item,
Ball,O-000932,Active,SD-000125,Expressive,
Ball,O-000931,Active,SD-000363,Receptive,
ball,O-000930,Active,SD-000154,Expressive,
ball,O-000929,Active,SD-000266,Matching,
Ball,O-000928,Active,SD-000011,3D Receptive,
Ball,O-000927,Active,SD-000007,2D Receptive,
ball,O-000926,Active,SD-000083,Exp. labels PLQ,
Ball,O-000925,Active,SD-000262,Matching,
Ball,O-000924,Active,SD-000135,Expressive,
Ball,O-000923,Active,SD-000288,Non-identical,
Ball,O-000922,Active,SD-000212,Identical,
Ball,O-000921,Active,SD-000287,Non-identical,
Ball,O-000920,Active,SD-000211,Identical,
Ball,O-000919,Active,SD-000286,Non-Identical,
Ball,O-000918,Active,SD-000210,Identical,
Balance on one foot,O-000917,Active,SD-000022,Activity,
Balance beam,O-000916,Active,SD-000022,Activity,
Bakery,O-000915,Active,SD-000117,Exposure,
Bakery,O-000914,Active,SD-000165,Expressive Function,
Bakery,O-000913,Active,SD-000400,Receptive Function,
Bakery,O-000912,Active,SD-000139,Expressive,
Bakery,O-000911,Active,SD-000168,Expressive Occupation Location,
Bakery,O-000910,Active,SD-000381,Receptive,
Bag,O-000909,Active,SD-000523,Written Word,
Bag,O-000908,Active,SD-000262,Matching,
Bag,O-000907,Active,SD-000135,Expressive,
Bag,O-000906,Active,SD-000227,In Vivo,
Bad,O-000905,Active,SD-000379,Receptive,
bad,O-000904,Active,SD-000456,Synonym,
Bad,O-000903,Active,SD-000334,Q/A,
Bad,O-000902,Active,SD-000236,Instructional gesture,
Backyard,O-000901,Active,SD-000139,Expressive,
Backyard,O-000900,Active,SD-000381,Receptive,
backspace,O-000899,Active,SD-000056,Communication opportunity,
Backpack,O-000898,Active,SD-000286,Non-Identical,
Backpack,O-000897,Active,SD-000007,2D Receptive,
Backpack,O-000896,Active,SD-000135,Expressive,
Back yard,O-000895,Active,SD-000249,Location,
Back top teeth with paste,O-000894,Active,SD-000037,Brushing teeth,
Back top teeth w/o paste,O-000893,Active,SD-000037,Brushing teeth,
Back top RH with paste,O-000892,Active,SD-000478,Toothbrush to teeth,
Back top RH w/o paste,O-000891,Active,SD-000478,Toothbrush to teeth,
Back top LH with paste,O-000890,Active,SD-000478,Toothbrush to teeth,
Back top LH w/o  paste,O-000889,Active,SD-000478,Toothbrush to teeth,
Back top and bottom teeth with paste,O-000888,Active,SD-000037,Brushing teeth,
Back top and bottom teeth w/o  paste,O-000887,Active,SD-000037,Brushing teeth,
Back door,O-000886,Active,SD-000249,Location,
Back door,O-000885,Active,SD-000239,Item,
Back bottom teeth with paste,O-000884,Active,SD-000037,Brushing teeth,
Back bottom teeth w/o paste,O-000883,Active,SD-000037,Brushing teeth,
Back Bottom RH with paste,O-000882,Active,SD-000478,Toothbrush to teeth,
Back Bottom RH w/o paste,O-000881,Active,SD-000478,Toothbrush to teeth,
Back bottom LH with  paste,O-000880,Active,SD-000478,Toothbrush to teeth,
Back bottom LH w/o  paste,O-000879,Active,SD-000478,Toothbrush to teeth,
Baby,O-000878,Active,SD-000155,Expressive,
Baby,O-000877,Active,SD-000396,Receptive,
baby,O-000876,Active,SD-000392,Receptive,
baby,O-000875,Active,SD-000154,Expressive,
baby,O-000874,Active,SD-000266,Matching,
Baa baa black sheep,O-000873,Active,SD-000251,Mand,
Baa baa black sheep,O-000872,Active,SD-000443,Song with planned model,
Baa baa black sheep,O-000871,Active,SD-000237,Intraverbal,
Baa baa black sheep,O-000870,Active,SD-000110,Exposure,
bā,O-000869,Active,SD-000065,CV - VI,
bă,O-000868,Active,SD-000065,CV - VI,
B-I-N-G-O,O-000867,Active,SD-000110,Exposure,
b words,O-000866,Active,SD-000518,Words - VI,
B,O-000865,Active,SD-000521,Write (with visual),
b,O-000864,Active,SD-000521,Write (with visual),
b,O-000863,Active,SD-000145,Expressive,
b,O-000862,Active,SD-000138,Expressive,
B,O-000861,Active,SD-000138,Expressive,
B,O-000860,Active,SD-000520,Write (no visual),
b,O-000859,Active,SD-000520,Write (no visual),
b,O-000858,Active,SD-000438,Single sound VI,
B,O-000857,Active,SD-000479,Trace,
b,O-000856,Active,SD-000479,Trace,
b,O-000855,Active,SD-000387,Receptive,
b,O-000854,Active,SD-000424,Say (sound) th points,
b,O-000853,Active,SD-000380,Receptive,
B,O-000852,Active,SD-000380,Receptive,
b,O-000851,Active,SD-000259,Matching,
B,O-000850,Active,SD-000259,Matching,
b,O-000849,Active,SD-000445,Sound paired w gesture,
āz,O-000848,Active,SD-000484,VC - VI,
ăz,O-000847,Active,SD-000484,VC - VI,
āy,O-000846,Active,SD-000484,VC - VI,
ăy,O-000845,Active,SD-000484,VC - VI,
ay,O-000844,Active,SD-000424,Say (sound) th points,
āx,O-000843,Active,SD-000484,VC - VI,
ăx,O-000842,Active,SD-000484,VC - VI,
āv,O-000841,Active,SD-000484,VC - VI,
ăv,O-000840,Active,SD-000484,VC - VI,
Aunty's house 2,O-000839,Active,SD-000139,Expressive,
Aunty's house 2,O-000838,Active,SD-000381,Receptive,
Aunty's house,O-000837,Active,SD-000139,Expressive,
Aunty's house,O-000836,Active,SD-000381,Receptive,
Aunty 2,O-000835,Active,SD-000144,Expressive,
Aunty 2,O-000834,Active,SD-000386,Receptive,
Aunty 2,O-000833,Active,SD-000263,Matching,
Aunty 1,O-000832,Active,SD-000144,Expressive,
Aunty 1,O-000831,Active,SD-000386,Receptive,
Aunty 1,O-000830,Active,SD-000263,Matching,
August,O-000829,Active,SD-000364,Receptive,
August,O-000828,Active,SD-000254,Matching,
August,O-000827,Active,SD-000126,Expressive,
Attribute,O-000826,Active,SD-000171,Expressive reason,
Attribute,O-000825,Active,SD-000376,Receptive,
Attribute,O-000824,Active,SD-000134,Expressive,
Attribute,O-000823,Active,SD-000039,Category exclusion (expressive),
ate,O-000822,Active,SD-000299,Past,
Ate,O-000821,Active,SD-000088,Exp. past tense,
at table,O-000820,Active,SD-000330,Put it down,
At Item,O-000819,Active,SD-000317,Point,
āt,O-000818,Active,SD-000484,VC - VI,
ăt,O-000817,Active,SD-000484,VC - VI,
at,O-000816,Active,SD-000392,Receptive,
at,O-000815,Active,SD-000382,Receptive,
at,O-000814,Active,SD-000154,Expressive,
at,O-000813,Active,SD-000266,Matching,
at,O-000812,Active,SD-000140,Expressive,
at,O-000811,Active,SD-000260,Matching,
Astronauts,O-000810,Active,SD-000312,Play scenario,
Astronaut,O-000809,Active,SD-000094,Exposure,
Astronaut,O-000808,Active,SD-000385,Receptive,
Astronaut,O-000807,Active,SD-000414,Reverse exp. function,
Astronaut,O-000806,Active,SD-000142,Expressive,
Astronaut,O-000805,Active,SD-000078,Exp. function,
Associate play,O-000804,Active,SD-000076,Engage in activity,
Ask Question,O-000803,Active,SD-000193,Go Ask,
ās,O-000802,Active,SD-000484,VC - VI,
ăs,O-000801,Active,SD-000484,VC - VI,
as,O-000800,Active,SD-000392,Receptive,
as,O-000799,Active,SD-000382,Receptive,
as,O-000798,Active,SD-000154,Expressive,
as,O-000797,Active,SD-000266,Matching,
as,O-000796,Active,SD-000140,Expressive,
as,O-000795,Active,SD-000260,Matching,
Arts and Crafts,O-000794,Active,SD-000023,Activity,
Art gallery,O-000793,Active,SD-000165,Expressive Function,
Art gallery,O-000792,Active,SD-000400,Receptive Function,
Art gallery,O-000791,Active,SD-000139,Expressive,
Art gallery,O-000790,Active,SD-000168,Expressive Occupation Location,
Art gallery,O-000789,Active,SD-000381,Receptive,
Around house,O-000788,Active,SD-000325,Present item,
Arms Up,O-000787,Active,SD-000352,Rec. Instr.,
Arms Up,O-000786,Active,SD-000307,Planned model,
Arms Out,O-000785,Active,SD-000352,Rec. Instr.,
Arms out,O-000784,Active,SD-000307,Planned model,
Arm,O-000783,Active,SD-000131,Expressive,
Arm,O-000782,Active,SD-000371,Receptive,
Arm,O-000781,Active,SD-000362,Receptive,
Arm,O-000780,Active,SD-000124,Expressive,
are,O-000779,Active,SD-000392,Receptive,
are,O-000778,Active,SD-000382,Receptive,
are,O-000777,Active,SD-000154,Expressive,
are,O-000776,Active,SD-000266,Matching,
are,O-000775,Active,SD-000140,Expressive,
are,O-000774,Active,SD-000260,Matching,
ăr,O-000773,Active,SD-000484,VC - VI,
Aquarium,O-000772,Active,SD-000117,Exposure,
Aquarium,O-000771,Active,SD-000165,Expressive Function,
Aquarium,O-000770,Active,SD-000400,Receptive Function,
Aquarium,O-000769,Active,SD-000139,Expressive,
Aquarium,O-000768,Active,SD-000168,Expressive Occupation Location,
Aquarium,O-000767,Active,SD-000381,Receptive,
āq,O-000766,Active,SD-000484,VC - VI,
ăq,O-000765,Active,SD-000484,VC - VI,
April,O-000764,Active,SD-000364,Receptive,
April,O-000763,Active,SD-000254,Matching,
April,O-000762,Active,SD-000126,Expressive,
Apricots,O-000761,Active,SD-000135,Expressive,
Apricots,O-000760,Active,SD-000175,Expressive visual only,
Apps,O-000759,Active,SD-000324,Present iPad,
Apples and bananas,O-000758,Active,SD-000110,Exposure,
apple,O-000757,Active,SD-000497,Visual - 2D,
apple,O-000756,Active,SD-000492,Visual,
apple,O-000755,Active,SD-000031,Book w/o model,
apple,O-000754,Active,SD-000392,Receptive,
Apple,O-000753,Active,SD-000125,Expressive,
Apple,O-000752,Active,SD-000363,Receptive,
apple,O-000751,Active,SD-000154,Expressive,
apple,O-000750,Active,SD-000266,Matching,
Apple,O-000749,Active,SD-000011,3D Receptive,
Apple,O-000748,Active,SD-000007,2D Receptive,
Apple,O-000747,Active,SD-000135,Expressive,
Apple,O-000746,Active,SD-000288,Non-identical,
Apple,O-000745,Active,SD-000212,Identical,
Apple,O-000744,Active,SD-000287,Non-identical,
Apple,O-000743,Active,SD-000211,Identical,
Apple,O-000742,Active,SD-000286,Non-Identical,
Apple,O-000741,Active,SD-000210,Identical,
app exposure,O-000740,Active,SD-000276,Model,
āp,O-000739,Active,SD-000484,VC - VI,
ăp,O-000738,Active,SD-000484,VC - VI,
Ants go marching,O-000737,Active,SD-000251,Mand,
Ants go marching,O-000736,Active,SD-000443,Song with planned model,
Ants go marching,O-000735,Active,SD-000237,Intraverbal,
Ants go marching,O-000734,Active,SD-000110,Exposure,
Antler,O-000733,Active,SD-000131,Expressive,
Antler,O-000732,Active,SD-000371,Receptive,
Answer teacher question,O-000731,Active,SD-000253,Mat time,
Answer Question,O-000730,Active,SD-000344,Question,
Answer (Question),O-000729,Active,SD-000350,Questions,
Animals,O-000728,Active,SD-000276,Model,
Animals,O-000727,Active,SD-000216,Imaginary Play,
Animals,O-000726,Active,SD-000023,Activity,
Animal,O-000725,Active,SD-000339,Q/A,
Animal,O-000724,Active,SD-000157,Expressive - Intra-verbal,
Animal,O-000723,Active,SD-000158,Expressive - Tell me,
Animal,O-000722,Active,SD-000365,Receptive,
Animal,O-000721,Active,SD-000444,Sorting,
Animal,O-000720,Active,SD-000255,Matching,
Animal,O-000719,Active,SD-000461,TH gives clues,
Animal,O-000718,Active,SD-000159,Expressive - What is,
Animal,O-000717,Active,SD-000033,Brainstorming,
Angry person #3,O-000716,Active,SD-000133,Expressive,
Angry person #2,O-000715,Active,SD-000133,Expressive,
Angry person #1,O-000714,Active,SD-000133,Expressive,
Angry cartoon face,O-000713,Active,SD-000133,Expressive,
angry (red),O-000712,Active,SD-000525,Zones of regulation visual,
Angry (re-intro'd),O-000711,Active,SD-000133,Expressive,
Angry  person #4,O-000710,Active,SD-000133,Expressive,
Angry,O-000709,Active,SD-000092,Exposure,
Angry,O-000708,Active,SD-000074,Emotions Brainstorming,
Angry,O-000707,Active,SD-000067,Demonstration,
Angry,O-000706,Active,SD-000379,Receptive,
Angry,O-000705,Active,SD-000133,Expressive,
Angry,O-000704,Active,SD-000510,Why,
Angry,O-000703,Active,SD-000334,Q/A,
Angry,O-000702,Active,SD-000236,Instructional gesture,
Angry,O-000701,Active,SD-000375,Receptive,
Angry,O-000700,Active,SD-000258,Matching,
Angry,O-000699,Active,SD-000208,How to help,
Angry,O-000698,Active,SD-000207,How they feel,
and,O-000697,Active,SD-000392,Receptive,
and,O-000696,Active,SD-000382,Receptive,
and,O-000695,Active,SD-000154,Expressive,
and,O-000694,Active,SD-000266,Matching,
and,O-000693,Active,SD-000140,Expressive,
and,O-000692,Active,SD-000260,Matching,
ān,O-000691,Active,SD-000484,VC - VI,
ăn,O-000690,Active,SD-000484,VC - VI,
ambulance,O-000689,Active,SD-000392,Receptive,
ambulance,O-000688,Active,SD-000154,Expressive,
ambulance,O-000687,Active,SD-000266,Matching,
ām,O-000686,Active,SD-000484,VC - VI,
ăm,O-000685,Active,SD-000484,VC - VI,
Allowed vs Not Allowed,O-000684,Active,SD-000340,Q/A,
All/none,O-000683,Active,SD-000233,Instruction w condition,
All teeth with paste,O-000682,Active,SD-000037,Brushing teeth,
All teeth w/o paste,O-000681,Active,SD-000037,Brushing teeth,
all of...but none...,O-000680,Active,SD-000384,Receptive,
all of,O-000679,Active,SD-000384,Receptive,
all,O-000678,Active,SD-000392,Receptive,
all,O-000677,Active,SD-000382,Receptive,
all,O-000676,Active,SD-000154,Expressive,
all,O-000675,Active,SD-000266,Matching,
all,O-000674,Active,SD-000140,Expressive,
all,O-000673,Active,SD-000260,Matching,
Aldi,O-000672,Active,SD-000165,Expressive Function,
Aldi,O-000671,Active,SD-000139,Expressive,
Aldi,O-000670,Active,SD-000381,Receptive,
Alana,O-000669,Active,SD-000491,Visual,
āl,O-000668,Active,SD-000484,VC - VI,
ăl,O-000667,Active,SD-000484,VC - VI,
āj,O-000666,Active,SD-000484,VC - VI,
ăj,O-000665,Active,SD-000484,VC - VI,
Airport,O-000664,Active,SD-000117,Exposure,
Airport,O-000663,Active,SD-000165,Expressive Function,
Airport,O-000662,Active,SD-000400,Receptive Function,
Airport,O-000661,Active,SD-000139,Expressive,
Airport,O-000660,Active,SD-000168,Expressive Occupation Location,
Airport,O-000659,Active,SD-000381,Receptive,
air,O-000658,Active,SD-000424,Say (sound) th points,
ai,O-000657,Active,SD-000438,Single sound VI,
ăh,O-000656,Active,SD-000484,VC - VI,
ah,O-000655,Active,SD-000424,Say (sound) th points,
Age,O-000654,Active,SD-000411,Reciprocal,
Age,O-000653,Active,SD-000339,Q/A,
Age,O-000652,Active,SD-000215,If/then,
āg,O-000651,Active,SD-000484,VC - VI,
ăg,O-000650,Active,SD-000484,VC - VI,
After,O-000649,Active,SD-000364,Receptive,
After,O-000648,Active,SD-000126,Expressive,
āf,O-000647,Active,SD-000484,VC - VI,
ăf,O-000646,Active,SD-000484,VC - VI,
Aeroplane,O-000645,Active,SD-000327,Pretend with item,
Aeroplane,O-000644,Active,SD-000125,Expressive,
Aeroplane,O-000643,Active,SD-000363,Receptive,
Aeroplane,O-000642,Active,SD-000011,3D Receptive,
Aeroplane,O-000641,Active,SD-000007,2D Receptive,
Aeroplane,O-000640,Active,SD-000135,Expressive,
Aeroplane,O-000639,Active,SD-000288,Non-identical,
Aeroplane,O-000638,Active,SD-000212,Identical,
Aeroplane,O-000637,Active,SD-000287,Non-identical,
Aeroplane,O-000636,Active,SD-000211,Identical,
Aeroplane,O-000635,Active,SD-000286,Non-Identical,
Aeroplane,O-000634,Active,SD-000210,Identical,
ae,O-000633,Active,SD-000445,Sound paired w gesture,
ād,O-000632,Active,SD-000484,VC - VI,
ăd,O-000631,Active,SD-000484,VC - VI,
Activity,O-000630,Active,SD-000501,Visual cue,
Across table SR,O-000629,Active,SD-000422,Sampling,
Across Room,O-000628,Active,SD-000003,2 items,
Across room,O-000627,Active,SD-000228,Instruction,
across room,O-000626,Active,SD-000029,Between 2 people,
āc/āk,O-000625,Active,SD-000484,VC - VI,
ăc/ăk,O-000624,Active,SD-000484,VC - VI,
ABCABC,O-000623,Active,SD-000430,Sequence,
ABAB,O-000622,Active,SD-000430,Sequence,
āb,O-000621,Active,SD-000484,VC - VI,
ăb,O-000620,Active,SD-000484,VC - VI,
Aa,O-000619,Active,SD-000270,Matching different cases,
a words,O-000618,Active,SD-000518,Words - VI,
ā,O-000617,Active,SD-000438,Single sound VI,
ă,O-000616,Active,SD-000438,Single sound VI,
A,O-000615,Active,SD-000521,Write (with visual),
a,O-000614,Active,SD-000521,Write (with visual),
a,O-000613,Active,SD-000392,Receptive,
a,O-000612,Active,SD-000145,Expressive,
a,O-000611,Active,SD-000382,Receptive,
a,O-000610,Active,SD-000138,Expressive,
A,O-000609,Active,SD-000138,Expressive,
A,O-000608,Active,SD-000520,Write (no visual),
a,O-000607,Active,SD-000520,Write (no visual),
a,O-000606,Active,SD-000154,Expressive,
a,O-000605,Active,SD-000266,Matching,
A,O-000604,Active,SD-000479,Trace,
a,O-000603,Active,SD-000479,Trace,
a,O-000602,Active,SD-000387,Receptive,
a,O-000601,Active,SD-000424,Say (sound) th points,
a,O-000600,Active,SD-000140,Expressive,
a,O-000599,Active,SD-000260,Matching,
a,O-000598,Active,SD-000380,Receptive,
A,O-000597,Active,SD-000380,Receptive,
a,O-000596,Active,SD-000259,Matching,
A,O-000595,Active,SD-000259,Matching,
a,O-000594,Active,SD-000445,Sound paired w gesture,
9 pc fire truck,O-000593,Active,SD-000069,Do (activity),
9 items,O-000592,Active,SD-000061,Count (items),
8min,O-000591,Active,SD-000296,Parent leaves (inside),
8 items,O-000590,Active,SD-000061,Count (items),
7 seconds,O-000589,Active,SD-000037,Brushing teeth,
7 seconds,O-000588,Active,SD-000515,With gesture,
7 seconds,O-000587,Active,SD-000516,With visual,
7 minutes after,O-000586,Active,SD-000437,Signicant activity,
7 minutes,O-000585,Active,SD-000073,Eat food,
7 items,O-000584,Active,SD-000061,Count (items),
6-10 strip,O-000583,Active,SD-000429,Sequence,
6-10 no strip,O-000582,Active,SD-000429,Sequence,
6 items,O-000581,Active,SD-000061,Count (items),
5sec Hand/Arm,O-000580,Active,SD-000467,Tolerance,
5sec,O-000579,Active,SD-000225,In Sight,
5sec,O-000578,Active,SD-000296,Parent leaves (inside),
5s,O-000577,Active,SD-000495,Visual,
5min,O-000576,Active,SD-000296,Parent leaves (inside),
5m away,O-000575,Active,SD-000228,Instruction,
5m,O-000574,Active,SD-000507,Walk properly,
5m,O-000573,Active,SD-000238,Item,
5m,O-000572,Active,SD-000001,1 person,
5m,O-000571,Active,SD-000029,Between 2 people,
5 Words,O-000570,Active,SD-000248,List words,
5 words,O-000569,Active,SD-000054,Communication opportunity,
5 tokens,O-000568,Active,SD-000466,Token board,
5 step chain,O-000567,Active,SD-000310,Planned model w item in play,
5 snips,O-000566,Active,SD-000062,Cutting,
5 secs,O-000565,Active,SD-000453,Stay,
5 seconds - preferred item,O-000564,Active,SD-000457,Ta,
5 seconds - non preferred item,O-000563,Active,SD-000457,Ta,
5 seconds - medium preferred item,O-000562,Active,SD-000457,Ta,
5 seconds,O-000561,Active,SD-000473,Tolerance,
5 seconds,O-000560,Active,SD-000459,TA's turn,
5 seconds,O-000559,Active,SD-000457,Ta,
5 seconds,O-000558,Active,SD-000037,Brushing teeth,
5 seconds,O-000557,Active,SD-000283,No item,
5 seconds,O-000556,Active,SD-000412,Reinforcing item,
5 seconds,O-000555,Active,SD-000505,Wait w visual,
5 seconds,O-000554,Active,SD-000515,With gesture,
5 seconds,O-000553,Active,SD-000516,With visual,
5 seconds,O-000552,Active,SD-000328,Program stimuli,
5 seconds,O-000551,Active,SD-000253,Mat time,
5 second - reintro,O-000550,Active,SD-000473,Tolerance,
5 sec,O-000549,Active,SD-000297,Parents leave (outside),
5 pictures,O-000548,Active,SD-000436,Show items/pictures,
5 Numbers,O-000547,Active,SD-000247,List Numbers,
5 minutes after,O-000546,Active,SD-000437,Signicant activity,
5 minutes,O-000545,Active,SD-000471,Tolerance,
5 minutes,O-000544,Active,SD-000253,Mat time,
5 minute,O-000543,Active,SD-000073,Eat food,
5 mins,O-000542,Active,SD-000505,Wait w visual,
5 metres,O-000541,Active,SD-000291,Not holding hands,
5 metres,O-000540,Active,SD-000204,Holding hands,
5 little ducks,O-000539,Active,SD-000314,PLQ Intraverbal,
5 little ducks,O-000538,Active,SD-000251,Mand,
5 little ducks,O-000537,Active,SD-000443,Song with planned model,
5 little ducks,O-000536,Active,SD-000237,Intraverbal,
5 little ducks,O-000535,Active,SD-000110,Exposure,
5 items,O-000534,Active,SD-000061,Count (items),
5 finger breathing,O-000533,Active,SD-000276,Model,
5 deep breaths,O-000532,Active,SD-000276,Model,
4min,O-000531,Active,SD-000296,Parent leaves (inside),
4m,O-000530,Active,SD-000238,Item,
45sec Hand/Arm,O-000529,Active,SD-000467,Tolerance,
45sec,O-000528,Active,SD-000225,In Sight,
45sec,O-000527,Active,SD-000296,Parent leaves (inside),
45 seconds - reintro,O-000526,Active,SD-000473,Tolerance,
45 seconds,O-000525,Active,SD-000505,Wait w visual,
45 seconds,O-000524,Active,SD-000037,Brushing teeth,
45 seconds,O-000523,Active,SD-000253,Mat time,
4 Words,O-000522,Active,SD-000248,List words,
4 words,O-000521,Active,SD-000054,Communication opportunity,
4 Tubs F8,O-000520,Active,SD-000050,Colours,
4 Tubs F8,O-000519,Active,SD-000289,Non-Identical,
4 Tubs F8,O-000518,Active,SD-000213,Identical,
4 Tubs F4,O-000517,Active,SD-000050,Colours,
4 Tubs F4,O-000516,Active,SD-000289,Non-Identical,
4 Tubs F4,O-000515,Active,SD-000213,Identical,
4 Tubs F12,O-000514,Active,SD-000050,Colours,
4 Tubs F12,O-000513,Active,SD-000289,Non-Identical,
4 Tubs F12,O-000512,Active,SD-000213,Identical,
4 tokens,O-000511,Active,SD-000466,Token board,
4 step chain,O-000510,Active,SD-000310,Planned model w item in play,
4 snips,O-000509,Active,SD-000062,Cutting,
4 pictures,O-000508,Active,SD-000436,Show items/pictures,
4 Numbers,O-000507,Active,SD-000247,List Numbers,
4 numbers,O-000506,Active,SD-000515,With gesture,
4 minutes,O-000505,Active,SD-000253,Mat time,
4 items,O-000504,Active,SD-000059,Contextual Instruction,
4 items,O-000503,Active,SD-000061,Count (items),
3sec Hand/Arm,O-000502,Active,SD-000467,Tolerance,
3sec,O-000501,Active,SD-000225,In Sight,
3min,O-000500,Active,SD-000296,Parent leaves (inside),
3m away,O-000499,Active,SD-000228,Instruction,
3m,O-000498,Active,SD-000507,Walk properly,
3m,O-000497,Active,SD-000238,Item,
3m,O-000496,Active,SD-000001,1 person,
3m,O-000495,Active,SD-000003,2 items,
3m,O-000494,Active,SD-000029,Between 2 people,
3D item,O-000493,Active,SD-000325,Present item,
3cm strip 2cm line,O-000492,Active,SD-000064,Cutting on line,
3cm strip 1cm line,O-000491,Active,SD-000064,Cutting on line,
3cm strip .5cm line,O-000490,Active,SD-000064,Cutting on line,
30sec Hand/Arm,O-000489,Active,SD-000467,Tolerance,
30sec,O-000488,Active,SD-000225,In Sight,
30sec,O-000487,Active,SD-000296,Parent leaves (inside),
30cm,O-000486,Active,SD-000003,2 items,
30 seconds - reintro,O-000485,Active,SD-000473,Tolerance,
30 seconds - preferred item,O-000484,Active,SD-000457,Ta,
30 seconds - non preferred item,O-000483,Active,SD-000457,Ta,
30 seconds - medium preferred item,O-000482,Active,SD-000457,Ta,
30 seconds,O-000481,Active,SD-000457,Ta,
30 seconds,O-000480,Active,SD-000037,Brushing teeth,
30 seconds,O-000479,Active,SD-000283,No item,
30 seconds,O-000478,Active,SD-000412,Reinforcing item,
30 seconds,O-000477,Active,SD-000505,Wait w visual,
30 seconds,O-000476,Active,SD-000515,With gesture,
30 seconds,O-000475,Active,SD-000516,With visual,
30 seconds,O-000474,Active,SD-000328,Program stimuli,
30 seconds,O-000473,Active,SD-000253,Mat time,
