"OID","Objective Name","Status","SDID","SD Name"
"O-002480","F","Active","SD-000380","Receptive"
"O-002481","f","Active","SD-000380","Receptive"
"O-002482","f","Active","SD-000424","Say (sound) th points"
"O-002483","f","Active","SD-000387","Receptive"
"O-002484","f","Active","SD-000479","Trace"
"O-002485","F","Active","SD-000479","Trace"
"O-002486","f","Active","SD-000438","Single sound VI"
"O-002487","f","Active","SD-000520","Write (no visual)"
"O-002488","F","Active","SD-000520","Write (no visual)"
"O-002489","F","Active","SD-000138","Expressive"
"O-002490","f","Active","SD-000138","Expressive"
"O-002491","f","Active","SD-000145","Expressive"
"O-002492","f","Active","SD-000521","Write (with visual)"
"O-002493","F","Active","SD-000521","Write (with visual)"
"O-002494","f words","Active","SD-000518","Words - VI"
"O-002495","F1 (desired item) 1m from table","Active","SD-000055","Communication opportunity"
"O-002496","F1 (desired item) 1m from table","Active","SD-000056","Communication opportunity"
"O-002497","F1 (desired item) 2m from table","Active","SD-000055","Communication opportunity"
"O-002498","F1 (desired item) 2m from table","Active","SD-000056","Communication opportunity"
"O-002499","F1 (desired item) 3m from table","Active","SD-000055","Communication opportunity"
"O-002500","F1 (desired item) 3m from table","Active","SD-000056","Communication opportunity"
"O-002501","F1 (desired item) across room from table","Active","SD-000055","Communication opportunity"
"O-002502","F1 (desired item) across room from table","Active","SD-000056","Communication opportunity"
"O-002503","F1 (desired item) at table","Active","SD-000055","Communication opportunity"
"O-002504","F1 (desired item) at table","Active","SD-000056","Communication opportunity"
"O-002505","F1 (desired item) at table","Active","SD-000502","Visual exchange"
"O-002506","F1 (desired item) from play","Active","SD-000055","Communication opportunity"
"O-002507","F1 (desired item) from play","Active","SD-000056","Communication opportunity"
"O-002508","F1 (desired item) from play/at table","Active","SD-000055","Communication opportunity"
"O-002509","F1 (desired item) generalised","Active","SD-000055","Communication opportunity"
"O-002510","F1 (desired item) generalised","Active","SD-000056","Communication opportunity"
"O-002511","F1 (desired item) various distance from table","Active","SD-000055","Communication opportunity"
"O-002512","F1 (desired item) various distance from table","Active","SD-000056","Communication opportunity"
"O-002513","F1 Discrimination","Active","SD-000308","Planned model w item"
"O-002514","F10","Active","SD-000055","Communication opportunity"
"O-002515","F12","Active","SD-000238","Item"
"O-002516","F12 1m","Active","SD-000265","Matching"
"O-002517","F12 2m","Active","SD-000265","Matching"
"O-002518","F12 30cm","Active","SD-000265","Matching"
"O-002519","F12 Across room","Active","SD-000265","Matching"
"O-002520","F12 Generalised","Active","SD-000265","Matching"
"O-002521","F12 out of sight","Active","SD-000265","Matching"
"O-002522","F12 Various distance","Active","SD-000265","Matching"
"O-002523","F2 (desired and blank)  1m from table","Active","SD-000055","Communication opportunity"
"O-002524","F2 (desired and blank)  2m from table","Active","SD-000055","Communication opportunity"
"O-002525","F2 (desired and blank)  3m from table","Active","SD-000055","Communication opportunity"
"O-002526","F2 (desired and blank) across room from table","Active","SD-000055","Communication opportunity"
"O-002527","F2 (desired and blank) at table","Active","SD-000055","Communication opportunity"
"O-002528","F2 (desired and blank) from play","Active","SD-000055","Communication opportunity"
"O-002529","F2 (desired and blank) generalised","Active","SD-000055","Communication opportunity"
"O-002530","F2 (desired and blank) various distance from table","Active","SD-000055","Communication opportunity"
"O-002531","F2 (desired and neutral)  1m from table","Active","SD-000055","Communication opportunity"
"O-002532","F2 (desired and neutral)  1m from table","Active","SD-000056","Communication opportunity"
"O-002533","F2 (desired and neutral)  2m from table","Active","SD-000055","Communication opportunity"
"O-002534","F2 (desired and neutral)  2m from table","Active","SD-000056","Communication opportunity"
"O-002535","F2 (desired and neutral)  across room from table","Active","SD-000055","Communication opportunity"
"O-002536","F2 (desired and neutral)  across room from table","Active","SD-000056","Communication opportunity"
"O-002537","F2 (desired and neutral) 3m from table","Active","SD-000055","Communication opportunity"
"O-002538","F2 (desired and neutral) 3m from table","Active","SD-000056","Communication opportunity"
"O-002539","F2 (desired and neutral) at table","Active","SD-000055","Communication opportunity"
"O-002540","F2 (desired and neutral) at table","Active","SD-000056","Communication opportunity"
"O-002541","F2 (desired and neutral) from play","Active","SD-000055","Communication opportunity"
"O-002542","F2 (desired and neutral) from play","Active","SD-000056","Communication opportunity"
"O-002543","F2 (desired and neutral) generalised","Active","SD-000055","Communication opportunity"
"O-002544","F2 (desired and neutral) generalised","Active","SD-000056","Communication opportunity"
"O-002545","F2 (desired and neutral) various distance from table","Active","SD-000055","Communication opportunity"
"O-002546","F2 (desired and neutral) various distance from table","Active","SD-000056","Communication opportunity"
"O-002547","F2 (high vs high)  2m from table","Active","SD-000055","Communication opportunity"
"O-002548","F2 (high vs high)  2m from table","Active","SD-000056","Communication opportunity"
"O-002549","F2 (high vs high)  at table","Active","SD-000055","Communication opportunity"
"O-002550","F2 (high vs high)  at table","Active","SD-000056","Communication opportunity"
"O-002551","F2 (high vs high)  from play","Active","SD-000055","Communication opportunity"
"O-002552","F2 (high vs high)  from play","Active","SD-000056","Communication opportunity"
"O-002553","F2 (high vs high)  various distance from table","Active","SD-000055","Communication opportunity"
"O-002554","F2 (high vs high)  various distance from table","Active","SD-000056","Communication opportunity"
"O-002555","F2 (high vs high) 1m from table","Active","SD-000055","Communication opportunity"
"O-002556","F2 (high vs high) 1m from table","Active","SD-000056","Communication opportunity"
"O-002557","F2 (high vs high) 3m from table","Active","SD-000055","Communication opportunity"
"O-002558","F2 (high vs high) 3m from table","Active","SD-000056","Communication opportunity"
"O-002559","F2 (high vs high) across room from table","Active","SD-000055","Communication opportunity"
"O-002560","F2 (high vs high) across room from table","Active","SD-000056","Communication opportunity"
"O-002561","F2 (high vs high) generalised","Active","SD-000055","Communication opportunity"
"O-002562","F2 (high vs high) generalised","Active","SD-000056","Communication opportunity"
"O-002563","F2 Discrimination","Active","SD-000308","Planned model w item"
"O-002564","F2 w Distractor Item","Active","SD-000234","Instruction w contextual cue"
"O-002565","F3","Active","SD-000055","Communication opportunity"
"O-002566","F3","Active","SD-000056","Communication opportunity"
"O-002567","F3","Active","SD-000241","item removed"
"O-002568","F3 Discrimination","Active","SD-000308","Planned model w item"
"O-002569","F4","Active","SD-000055","Communication opportunity"
"O-002570","F4","Active","SD-000056","Communication opportunity"
"O-002571","F4","Active","SD-000241","item removed"
"O-002572","F4","Active","SD-000238","Item"
"O-002573","F4 1m","Active","SD-000265","Matching"
"O-002574","F4 2m","Active","SD-000265","Matching"
"O-002575","F4 30cm","Active","SD-000265","Matching"
"O-002576","F4 Across room","Active","SD-000265","Matching"
"O-002577","F4 Discrimination","Active","SD-000309","Planned model w item at table"
"O-002578","F4 Discrimination","Active","SD-000308","Planned model w item"
"O-002579","F4 Generalised","Active","SD-000265","Matching"
"O-002580","F4 out of sight","Active","SD-000265","Matching"
"O-002581","F4 Various distance","Active","SD-000265","Matching"
"O-002582","F5","Active","SD-000055","Communication opportunity"
"O-002583","F6","Active","SD-000241","item removed"
"O-002584","F6","Active","SD-000238","Item"
"O-002585","F6","Active","SD-000055","Communication opportunity"
"O-002586","F6 1m","Active","SD-000265","Matching"
"O-002587","F6 2m","Active","SD-000265","Matching"
"O-002588","F6 30cm","Active","SD-000265","Matching"
"O-002589","F6 Across room","Active","SD-000265","Matching"
"O-002590","F6 at table","Active","SD-000265","Matching"
"O-002591","F6 Generalised","Active","SD-000265","Matching"
"O-002592","F6 out of sight","Active","SD-000265","Matching"
"O-002593","F6 Various distance","Active","SD-000265","Matching"
"O-002594","F8","Active","SD-000238","Item"
"O-002595","F8","Active","SD-000055","Communication opportunity"
"O-002596","F8 1m","Active","SD-000265","Matching"
"O-002597","F8 2m","Active","SD-000265","Matching"
"O-002598","F8 30cm","Active","SD-000265","Matching"
"O-002599","F8 Across room","Active","SD-000265","Matching"
"O-002600","F8 Discrimination","Active","SD-000308","Planned model w item"
"O-002601","F8 Generalised","Active","SD-000265","Matching"
"O-002602","F8 out of sight","Active","SD-000265","Matching"
"O-002603","F8 Various distance","Active","SD-000265","Matching"
"O-002604","f?","Active","SD-000065","CV - VI"
"O-002605","f?","Active","SD-000065","CV - VI"
"O-002606","Face","Active","SD-000272","missing component"
"O-002607","Facing person within 1m","Active","SD-000190","Getting attention"
"O-002608","Fairies","Active","SD-000216","Imaginary Play"
"O-002609","family don't live with","Active","SD-000246","List"
"O-002610","family don't live with","Active","SD-000332","Q/A"
"O-002611","family live with","Active","SD-000246","List"
"O-002612","family live with","Active","SD-000332","Q/A"
"O-002613","Family room","Active","SD-000381","Receptive"
"O-002614","Family room","Active","SD-000420","Room"
"O-002615","Family room","Active","SD-000139","Expressive"
"O-002616","Family room","Active","SD-000249","Location"
"O-002617","Far","Active","SD-000214","Identical Receptive"
"O-002618","Far","Active","SD-000290","Non-Identical Receptive"
"O-002619","Far","Active","SD-000143","Expressive"
"O-002620","Far","Active","SD-000086","Exp. non-visual"
"O-002621","Farm","Active","SD-000381","Receptive"
"O-002622","Farm","Active","SD-000168","Expressive Occupation Location"
"O-002623","Farm","Active","SD-000139","Expressive"
"O-002624","Farm","Active","SD-000400","Receptive Function"
"O-002625","Farm","Active","SD-000165","Expressive Function"
"O-002626","Farm","Active","SD-000117","Exposure"
"O-002627","Farm animals","Active","SD-000034","Brainstorming"
"O-002628","Farm animals","Active","SD-000129","Expressive"
"O-002629","Farm animals","Active","SD-000369","Receptive"
"O-002630","Farmer","Active","SD-000078","Exp. function"
"O-002631","Farmer","Active","SD-000142","Expressive"
"O-002632","Farmer","Active","SD-000414","Reverse exp. function"
"O-002633","Farmer","Active","SD-000385","Receptive"
"O-002634","Farmer","Active","SD-000094","Exposure"
"O-002635","fast","Active","SD-000456","Synonym"
"O-002636","Favourite animal","Active","SD-000339","Q/A"
"O-002637","Favourite book","Active","SD-000339","Q/A"
"O-002638","Favourite book","Active","SD-000411","Reciprocal"
"O-002639","Favourite colour","Active","SD-000339","Q/A"
"O-002640","Favourite colour","Active","SD-000411","Reciprocal"
"O-002641","Favourite Food","Active","SD-000339","Q/A"
"O-002642","Favourite game","Active","SD-000339","Q/A"
"O-002643","Favourite game","Active","SD-000411","Reciprocal"
"O-002644","Favourite song","Active","SD-000339","Q/A"
"O-002645","Favourite Song","Active","SD-000411","Reciprocal"
"O-002646","Favourite toy","Active","SD-000339","Q/A"
"O-002647","Favourite toy","Active","SD-000411","Reciprocal"
"O-002648","Favourite TV show","Active","SD-000339","Q/A"
"O-002649","f?","Active","SD-000065","CV - VI"
"O-002650","f?","Active","SD-000065","CV - VI"
"O-002651","Feather","Active","SD-000262","Matching"
"O-002652","Feathers","Active","SD-000300","Pasting"
"O-002653","February","Active","SD-000126","Expressive"
"O-002654","February","Active","SD-000254","Matching"
"O-002655","February","Active","SD-000364","Receptive"
"O-002656","Feed Doll","Active","SD-000356","Rec. play instr."
"O-002657","Feel","Active","SD-000173","Expressive senses"
"O-002658","Feel sick","Active","SD-000338","Q/A"
"O-002659","Feet","Active","SD-000124","Expressive"
"O-002660","Feet","Active","SD-000388","Receptive"
"O-002661","Feet","Active","SD-000362","Receptive"
"O-002662","Feet","Active","SD-000007","2D Receptive"
"O-002663","few","Active","SD-000384","Receptive"
"O-002664","Few/couple","Active","SD-000233","Instruction w condition"
"O-002665","Ff","Active","SD-000270","Matching different cases"
"O-002666","f?","Active","SD-000065","CV - VI"
"O-002667","f?","Active","SD-000065","CV - VI"
"O-002668","field on floor 1m","Active","SD-000238","Item"
"O-002669","field on floor 2m","Active","SD-000238","Item"
"O-002670","field on floor 3m","Active","SD-000238","Item"
"O-002671","field on floor across Room","Active","SD-000238","Item"
"O-002672","field on table 1m","Active","SD-000238","Item"
"O-002673","field on table 2m","Active","SD-000238","Item"
"O-002674","field on table 3m","Active","SD-000238","Item"
"O-002675","field on table across Room","Active","SD-000238","Item"
"O-002676","Fill Cup","Active","SD-000234","Instruction w contextual cue"
"O-002677","Fin","Active","SD-000371","Receptive"
"O-002678","Fin","Active","SD-000131","Expressive"
"O-002679","Finger song","Active","SD-000110","Exposure"
"O-002680","Finger song","Active","SD-000237","Intraverbal"
"O-002681","Finger song","Active","SD-000443","Song with planned model"
"O-002682","Finger song","Active","SD-000251","Mand"
"O-002683","Finger Tips Together","Active","SD-000002","1 step"
"O-002684","Fingers","Active","SD-000124","Expressive"
"O-002685","Fingers","Active","SD-000362","Receptive"
"O-002686","Finish the pattern","Active","SD-000519","Worksheet"
"O-002687","Finished","Active","SD-000106","Exposure"
"O-002688","Finished","Active","SD-000051","Comm. opportunity"
"O-002689","Finished","Active","SD-000054","Communication opportunity"
"O-002690","fire engine","Active","SD-000266","Matching"
"O-002691","fire engine","Active","SD-000154","Expressive"
"O-002692","fire engine","Active","SD-000392","Receptive"
"O-002693","Fire Fighter","Active","SD-000326","Pretend to be"
"O-002694","Fire Fighter","Active","SD-000216","Imaginary Play"
"O-002695","Fire fighter","Active","SD-000094","Exposure"
"O-002696","Fire station","Active","SD-000381","Receptive"
"O-002697","Fire station","Active","SD-000168","Expressive Occupation Location"
"O-002698","Fire station","Active","SD-000139","Expressive"
"O-002699","Fire station","Active","SD-000400","Receptive Function"
"O-002700","Fire station","Active","SD-000165","Expressive Function"
"O-002701","Fire Truck","Active","SD-000135","Expressive"
"O-002702","Fire Truck","Active","SD-000007","2D Receptive"
"O-002703","Fire Truck","Active","SD-000363","Receptive"
"O-002704","Fire Truck","Active","SD-000125","Expressive"
