Name,OID,Status,SDID,SD Name
Blue heart,O-001218,Active,SD-000256,Matching
Blue moon,O-001222,Active,SD-000256,Matching
Red moon,O-005332,Active,SD-000256,Matching
Green moon,O-003242,Active,SD-000256,Matching
Yellow moon,O-007369,Active,SD-000256,Matching
Orange moon,O-004702,Active,SD-000256,Matching
Pink moon,O-005011,Active,SD-000256,Matching
Red circle,O-005323,Active,SD-000127,Expressive
Blue circle,O-001215,Active,SD-000127,Expressive
Green circle,O-003233,Active,SD-000127,Expressive
Yellow circle,O-007361,Active,SD-000127,Expressive
Pink circle,O-005008,Active,SD-000127,Expressive
Orange circle,O-004694,Active,SD-000127,Expressive
Red square,O-005341,Active,SD-000127,Expressive
Blue square,O-001226,Active,SD-000127,Expressive
Green square,O-003246,Active,SD-000127,Expressive
Yellow square,O-007373,Active,SD-000127,Expressive
Pink square,O-005015,Active,SD-000127,Expressive
Orange square,O-004706,Active,SD-000127,Expressive
Blue star,O-001229,Active,SD-000127,Expressive
Red star,O-005344,Active,SD-000127,Expressive
Green star,O-003249,Active,SD-000127,Expressive
Yellow star,O-007376,Active,SD-000127,Expressive
Pink star,O-005018,Active,SD-000127,Expressive
Orange star,O-004709,Active,SD-000127,Expressive
Red heart,O-005329,Active,SD-000127,Expressive
Green heart,O-003240,Active,SD-000127,Expressive
Yellow heart,O-007367,Active,SD-000127,Expressive
Orange heart,O-004700,Active,SD-000127,Expressive
Blue heart,O-001219,Active,SD-000127,Expressive
Blue moon,O-001223,Active,SD-000127,Expressive
Red moon,O-005333,Active,SD-000127,Expressive
Green moon,O-003243,Active,SD-000127,Expressive
Yellow moon,O-007370,Active,SD-000127,Expressive
Orange moon,O-004703,Active,SD-000127,Expressive
Pink moon,O-005012,Active,SD-000127,Expressive
Exposure,O-002429,Active,SD-000101,Exposure
1 shape,O-000193,Active,SD-000219,Imitation
2 shapes,O-000327,Active,SD-000219,Imitation
3 shapes,O-000437,Active,SD-000219,Imitation
Changing colours,O-001591,Active,SD-000219,Imitation
Various,O-006835,Active,SD-000219,Imitation
Generalised,O-002947,Active,SD-000219,Imitation
Worksheet,O-007279,Active,SD-000219,Imitation
1 shape,O-000194,Active,SD-000367,Receptive
2 shapes,O-000328,Active,SD-000367,Receptive
3 shapes,O-000438,Active,SD-000367,Receptive
Changing colours,O-001592,Active,SD-000367,Receptive
Various,O-006836,Active,SD-000367,Receptive
Generalised,O-002948,Active,SD-000367,Receptive
Worksheet,O-007280,Active,SD-000367,Receptive
Black,O-001155,Active,SD-000257,Matching
Blue,O-001206,Active,SD-000257,Matching
Green,O-003224,Active,SD-000257,Matching
Grey,O-003251,Active,SD-000257,Matching
Orange,O-004681,Active,SD-000257,Matching
Pink,O-005001,Active,SD-000257,Matching
Purple,O-005184,Active,SD-000257,Matching
Red,O-005313,Active,SD-000257,Matching
White,O-007230,Active,SD-000257,Matching
Yellow,O-007352,Active,SD-000257,Matching
Generalised,O-002949,Active,SD-000257,Matching
Various,O-006837,Active,SD-000257,Matching
Exposure,O-002430,Active,SD-000368,Receptive
Black,O-001156,Active,SD-000368,Receptive
Blue,O-001207,Active,SD-000368,Receptive
Green,O-003225,Active,SD-000368,Receptive
Grey,O-003252,Active,SD-000368,Receptive
Orange,O-004682,Active,SD-000368,Receptive
Pink,O-005002,Active,SD-000368,Receptive
Purple,O-005185,Active,SD-000368,Receptive
Red,O-005314,Active,SD-000368,Receptive
White,O-007231,Active,SD-000368,Receptive
Yellow,O-007353,Active,SD-000368,Receptive
Generalised,O-002950,Active,SD-000368,Receptive
Various,O-006838,Active,SD-000368,Receptive
1m,O-000278,Active,SD-000029,Between 2 people
2m,O-000395,Active,SD-000029,Between 2 people
3m,O-000494,Active,SD-000029,Between 2 people
5m,O-000571,Active,SD-000029,Between 2 people
across room,O-000626,Active,SD-000029,Between 2 people
Various,O-006839,Active,SD-000029,Between 2 people
Next to chair,O-004461,Active,SD-000228,Instruction
In front of chair,O-003736,Active,SD-000228,Instruction
1m away,O-000284,Active,SD-000228,Instruction
2m away,O-000401,Active,SD-000228,Instruction
3m away,O-000499,Active,SD-000228,Instruction
5m away,O-000575,Active,SD-000228,Instruction
Across room,O-000627,Active,SD-000228,Instruction
From play,O-002846,Active,SD-000228,Instruction
Generalised,O-002951,Active,SD-000228,Instruction
Various,O-006840,Active,SD-000228,Instruction
(item) please,O-000127,Active,SD-000054,Communication opportunity
(activity) please,O-000116,Active,SD-000054,Communication opportunity
(Person) can I have (item),O-000136,Active,SD-000054,Communication opportunity
(Person) can I have (activity),O-000135,Active,SD-000054,Communication opportunity
(Person) can I have (item) please,O-000137,Active,SD-000054,Communication opportunity
(Person) can I have(activity) please,O-000138,Active,SD-000054,Communication opportunity
(Person) come,O-000139,Active,SD-000054,Communication opportunity
(Person) I want (item),O-000145,Active,SD-000054,Communication opportunity
(Person) I want (activity),O-000143,Active,SD-000054,Communication opportunity
(Person) I want (item) please,O-000146,Active,SD-000054,Communication opportunity
(Person) I want (activity) please,O-000144,Active,SD-000054,Communication opportunity
1 2 3,O-000218,Active,SD-000054,Communication opportunity
2 word,O-000368,Active,SD-000054,Communication opportunity
3 words,O-000468,Active,SD-000054,Communication opportunity
4 words,O-000521,Active,SD-000054,Communication opportunity
5 words,O-000569,Active,SD-000054,Communication opportunity
Can I have (item),O-001466,Active,SD-000054,Communication opportunity
Close,O-001721,Active,SD-000054,Communication opportunity
Come,O-001781,Active,SD-000054,Communication opportunity
Come play,O-001789,Active,SD-000054,Communication opportunity
Down,O-002159,Active,SD-000054,Communication opportunity
Excuse me,O-002415,Active,SD-000054,Communication opportunity
Excuse me (name),O-002417,Active,SD-000054,Communication opportunity
Help,O-003413,Active,SD-000054,Communication opportunity
Here you go,O-003426,Active,SD-000054,Communication opportunity
I want (item),O-003671,Active,SD-000054,Communication opportunity
I want (activity),O-003668,Active,SD-000054,Communication opportunity
I want (item) (person),O-003672,Active,SD-000054,Communication opportunity
I want (activity) (person),O-003669,Active,SD-000054,Communication opportunity
KWS Help,O-004011,Active,SD-000054,Communication opportunity
KWS More,O-004012,Active,SD-000054,Communication opportunity
KWS Open,O-004013,Active,SD-000054,Communication opportunity
KWS Toilet,O-004014,Active,SD-000054,Communication opportunity
KWS Eat,O-004010,Active,SD-000054,Communication opportunity
KWS Drink,O-004009,Active,SD-000054,Communication opportunity
Lets go and play (activity/toy),O-004103,Active,SD-000054,Communication opportunity
Let's play (activity),O-004102,Active,SD-000054,Communication opportunity
More,O-004302,Active,SD-000054,Communication opportunity
Open,O-004657,Active,SD-000054,Communication opportunity
Play with me,O-005057,Active,SD-000054,Communication opportunity
Point,O-005092,Active,SD-000054,Communication opportunity
Ready set go,O-005300,Active,SD-000054,Communication opportunity
Single Word Requests,O-005760,Active,SD-000054,Communication opportunity
Up,O-006764,Active,SD-000054,Communication opportunity
Various,O-006841,Active,SD-000054,Communication opportunity
Various Requests,O-007000,Active,SD-000054,Communication opportunity
Vocalisation,O-007060,Active,SD-000054,Communication opportunity
Wait,O-007101,Active,SD-000054,Communication opportunity
Wait a minute,O-007104,Active,SD-000054,Communication opportunity
Want (item),O-007112,Active,SD-000054,Communication opportunity
Want (activity),O-007111,Active,SD-000054,Communication opportunity
Generalised,O-002952,Active,SD-000054,Communication opportunity
Farm animals,O-002627,Active,SD-000034,Brainstorming
Pets,O-004932,Active,SD-000034,Brainstorming
Jungle animals,O-003934,Active,SD-000034,Brainstorming
Water animals,O-007150,Active,SD-000034,Brainstorming
Sky animals,O-005800,Active,SD-000034,Brainstorming
Insects,O-003758,Active,SD-000034,Brainstorming
Birds,O-001138,Active,SD-000034,Brainstorming
Hot foods,O-003560,Active,SD-000034,Brainstorming
Cold foods,O-001750,Active,SD-000034,Brainstorming
Fruits,O-002867,Active,SD-000034,Brainstorming
Vegetables,O-007018,Active,SD-000034,Brainstorming
(Colour) foods,O-000118,Active,SD-000034,Brainstorming
Red food,O-005325,Active,SD-000034,Brainstorming
Green food,O-003236,Active,SD-000034,Brainstorming
Yellow food,O-007363,Active,SD-000034,Brainstorming
White food,O-007236,Active,SD-000034,Brainstorming
Orange food,O-004696,Active,SD-000034,Brainstorming
Purple food,O-005192,Active,SD-000034,Brainstorming
Summer clothes,O-006053,Active,SD-000034,Brainstorming
Winter clothes,O-007255,Active,SD-000034,Brainstorming
Hot drinks,O-003557,Active,SD-000034,Brainstorming
Cold drinks,O-001747,Active,SD-000034,Brainstorming
Road transport,O-005404,Active,SD-000034,Brainstorming
Water transport,O-007156,Active,SD-000034,Brainstorming
Sky transport,O-005803,Active,SD-000034,Brainstorming
Farm animals,O-002628,Active,SD-000129,Expressive
Pets,O-004933,Active,SD-000129,Expressive
Jungle animals,O-003935,Active,SD-000129,Expressive
Water animals,O-007151,Active,SD-000129,Expressive
Sky animals,O-005801,Active,SD-000129,Expressive
Insects,O-003759,Active,SD-000129,Expressive
Birds,O-001139,Active,SD-000129,Expressive
Hot foods,O-003561,Active,SD-000129,Expressive
Cold foods,O-001751,Active,SD-000129,Expressive
Fruits,O-002868,Active,SD-000129,Expressive
Vegetables,O-007019,Active,SD-000129,Expressive
(Colour) foods,O-000119,Active,SD-000129,Expressive
Red food,O-005326,Active,SD-000129,Expressive
Green food,O-003237,Active,SD-000129,Expressive
Yellow food,O-007364,Active,SD-000129,Expressive
White food,O-007237,Active,SD-000129,Expressive
Orange food,O-004697,Active,SD-000129,Expressive
Purple food,O-005193,Active,SD-000129,Expressive
Summer clothes,O-006054,Active,SD-000129,Expressive
Winter clothes,O-007256,Active,SD-000129,Expressive
Hot drinks,O-003558,Active,SD-000129,Expressive
Cold drinks,O-001748,Active,SD-000129,Expressive
Road transport,O-005405,Active,SD-000129,Expressive
Water transport,O-007157,Active,SD-000129,Expressive
Sky transport,O-005804,Active,SD-000129,Expressive
(Action) and (Action),O-000115,Active,SD-000370,Receptive
Go To and bring me,O-003178,Active,SD-000370,Receptive
Go To and (action),O-003177,Active,SD-000370,Receptive
2 pieces of info,O-000313,Active,SD-000370,Receptive
3 pieces of info,O-000421,Active,SD-000370,Receptive
2 pieces of info including attribute,O-000314,Active,SD-000370,Receptive
3 pieces of info including attribute,O-000422,Active,SD-000370,Receptive
2 pieces of info including preposition,O-000315,Active,SD-000370,Receptive
3 pieces of info including preposition,O-000423,Active,SD-000370,Receptive
Exposure,O-002431,Active,SD-000102,Exposure
Mine vs not mine,O-004273,Active,SD-000130,Expressive
On purpose vs accident,O-004631,Active,SD-000130,Expressive
Real vs pretend,O-005302,Active,SD-000130,Expressive
Silly vs serious,O-005752,Active,SD-000130,Expressive
Goodies vs baddies,O-003190,Active,SD-000130,Expressive
Friendly vs not friendly,O-002824,Active,SD-000130,Expressive
Various,O-006842,Active,SD-000130,Expressive
Exposure,O-002432,Active,SD-000130,Expressive
But first go to,O-001429,Active,SD-000233,Instruction w condition
But first (action),O-001426,Active,SD-000233,Instruction w condition
But first (activity),O-001427,Active,SD-000233,Instruction w condition
But first bring me,O-001428,Active,SD-000233,Instruction w condition
But first - generalised,O-001424,Active,SD-000233,Instruction w condition
But first - various,O-001425,Active,SD-000233,Instruction w condition
Few/couple,O-002664,Active,SD-000233,Instruction w condition
All/none,O-000683,Active,SD-000233,Instruction w condition
Everything except,O-002409,Active,SD-000233,Instruction w condition
Unless (prep/categories),O-006757,Active,SD-000233,Instruction w condition
generalised,O-002953,Active,SD-000233,Instruction w condition
Various,O-006843,Active,SD-000233,Instruction w condition
Happy,O-003331,Active,SD-000207,How they feel
Sad,O-005466,Active,SD-000207,How they feel
Surprised,O-006069,Active,SD-000207,How they feel
Angry,O-000698,Active,SD-000207,How they feel
Worried/nervous,O-007283,Active,SD-000207,How they feel
Various,O-006844,Active,SD-000207,How they feel
Generalised,O-002954,Active,SD-000207,How they feel
Happy,O-003332,Active,SD-000208,How to help
Sad,O-005467,Active,SD-000208,How to help
Surprised,O-006070,Active,SD-000208,How to help
Worried/nervous,O-007284,Active,SD-000208,How to help
Angry,O-000699,Active,SD-000208,How to help
Various,O-006845,Active,SD-000208,How to help
Generalised,O-002955,Active,SD-000208,How to help
Cuddle Teddy,O-001895,Active,SD-000234,Instruction w contextual cue
Dry hands,O-002258,Active,SD-000234,Instruction w contextual cue
Fill Cup,O-002676,Active,SD-000234,Instruction w contextual cue
Get Bag,O-003143,Active,SD-000234,Instruction w contextual cue
Get Drink,O-003145,Active,SD-000234,Instruction w contextual cue
Get Drink Bottle,O-003146,Active,SD-000234,Instruction w contextual cue
Get Lunchbox,O-003148,Active,SD-000234,Instruction w contextual cue
Hat On,O-003366,Active,SD-000234,Instruction w contextual cue
Item In Sink,O-003819,Active,SD-000234,Instruction w contextual cue
Item On Table,O-003820,Active,SD-000234,Instruction w contextual cue
Light Off,O-004133,Active,SD-000234,Instruction w contextual cue
Light On,O-004134,Active,SD-000234,Instruction w contextual cue
Pack Bag,O-004770,Active,SD-000234,Instruction w contextual cue
Pack Up,O-004771,Active,SD-000234,Instruction w contextual cue
Pillow On Bed,O-004995,Active,SD-000234,Instruction w contextual cue
Play Instrument,O-005053,Active,SD-000234,Instruction w contextual cue
Push Button,O-005195,Active,SD-000234,Instruction w contextual cue
Push Car,O-005197,Active,SD-000234,Instruction w contextual cue
Put in bin,O-005209,Active,SD-000234,Instruction w contextual cue
Roll Ball,O-005412,Active,SD-000234,Instruction w contextual cue
Rubbish In Bin,O-005439,Active,SD-000234,Instruction w contextual cue
Shut door,O-005680,Active,SD-000234,Instruction w contextual cue
Sit On Mat,O-005785,Active,SD-000234,Instruction w contextual cue
Socks In Drawer,O-005892,Active,SD-000234,Instruction w contextual cue
Spoon In Drawer,O-005956,Active,SD-000234,Instruction w contextual cue
Stack Block,O-005981,Active,SD-000234,Instruction w contextual cue
Tap off,O-006270,Active,SD-000234,Instruction w contextual cue
Tap on,O-006273,Active,SD-000234,Instruction w contextual cue
Wash hands,O-007121,Active,SD-000234,Instruction w contextual cue
F2 w Distractor Item,O-002564,Active,SD-000234,Instruction w contextual cue
Various,O-006846,Active,SD-000234,Instruction w contextual cue
Generalised,O-002956,Active,SD-000234,Instruction w contextual cue
Pants vs Tops,O-004806,Active,SD-000372,Receptive
Spoons vs forks,O-005957,Active,SD-000372,Receptive
Textas vs crayons,O-006324,Active,SD-000372,Receptive
Socks vs underwear,O-005897,Active,SD-000372,Receptive
Pantry food vs fridge food,O-004793,Active,SD-000372,Receptive
a,O-000594,Active,SD-000445,Sound paired w gesture
ae,O-000633,Active,SD-000445,Sound paired w gesture
b,O-000849,Active,SD-000445,Sound paired w gesture
c,O-001441,Active,SD-000445,Sound paired w gesture
ch,O-001568,Active,SD-000445,Sound paired w gesture
d,O-001949,Active,SD-000445,Sound paired w gesture
e,O-002284,Active,SD-000445,Sound paired w gesture
f,O-002477,Active,SD-000445,Sound paired w gesture
g,O-002892,Active,SD-000445,Sound paired w gesture
h,O-003270,Active,SD-000445,Sound paired w gesture
i,O-003601,Active,SD-000445,Sound paired w gesture
j,O-003832,Active,SD-000445,Sound paired w gesture
k,O-003938,Active,SD-000445,Sound paired w gesture
L,O-004015,Active,SD-000445,Sound paired w gesture
m,O-004204,Active,SD-000445,Sound paired w gesture
n,O-004397,Active,SD-000445,Sound paired w gesture
ng,O-004462,Active,SD-000445,Sound paired w gesture
o,O-004553,Active,SD-000445,Sound paired w gesture
p,O-004750,Active,SD-000445,Sound paired w gesture
q,O-005225,Active,SD-000445,Sound paired w gesture
r,O-005258,Active,SD-000445,Sound paired w gesture
s,O-005446,Active,SD-000445,Sound paired w gesture
sh,O-005565,Active,SD-000445,Sound paired w gesture
t,O-006115,Active,SD-000445,Sound paired w gesture
th,O-006325,Active,SD-000445,Sound paired w gesture
u,O-006696,Active,SD-000445,Sound paired w gesture
v,O-006789,Active,SD-000445,Sound paired w gesture
w,O-007078,Active,SD-000445,Sound paired w gesture
x,O-007298,Active,SD-000445,Sound paired w gesture
y,O-007330,Active,SD-000445,Sound paired w gesture
z,O-007423,Active,SD-000445,Sound paired w gesture
Exposure,O-002433,Active,SD-000104,Exposure
Monday,O-004282,Active,SD-000132,Expressive
Tuesday,O-006663,Active,SD-000132,Expressive
Wednesday,O-007187,Active,SD-000132,Expressive
Thursday,O-006412,Active,SD-000132,Expressive
Friday,O-002805,Active,SD-000132,Expressive
Saturday,O-005511,Active,SD-000132,Expressive
Sunday,O-006059,Active,SD-000132,Expressive
Exposure,O-002434,Active,SD-000105,Exposure
1 statement,O-000197,Active,SD-000229,Instruction
2 statements,O-000331,Active,SD-000229,Instruction
3 statements,O-000441,Active,SD-000229,Instruction
Various,O-006847,Active,SD-000229,Instruction
Generalised,O-002957,Active,SD-000229,Instruction
th at table,O-006333,Active,SD-000020,Activity
th next to table,O-006334,Active,SD-000020,Activity
th on floor next to client,O-006335,Active,SD-000020,Activity
th 1m away,O-006330,Active,SD-000020,Activity
th 2m away,O-006331,Active,SD-000020,Activity
th across room,O-006332,Active,SD-000020,Activity
1 Step,O-000199,Active,SD-000013,Action
1 Step,O-000200,Active,SD-000015,Action w item
2 Steps,O-000343,Active,SD-000013,Action
2 Steps,O-000344,Active,SD-000015,Action w item
3 Steps,O-000449,Active,SD-000013,Action
